obs.no,agent_x,agent_y,gem_x,gem_y,rewards,action
6069,200,400,-100,-50,-111.80339887498948,0
6070,150,400,-50,-50,-70.71067811865476,0
6071,100,400,0,-50,-50.0,0
6072,100,150,0,200,9800.0,3
6073,100,200,0,150,-150.0,2
6074,100,250,0,100,-100.0,2
6075,100,300,0,50,-50.0,2
6076,50,150,50,200,9793.844718719118,2
6077,50,200,50,150,-158.11388300841898,2
6078,50,250,50,100,-111.80339887498948,2
6079,50,300,50,50,-70.71067811865476,2
6080,50,350,50,0,-50.0,2
6081,150,150,-50,200,9793.844718719118,1
6082,150,200,-50,150,-158.11388300841898,2
6083,150,250,-50,100,-111.80339887498948,2
6084,150,300,-50,50,-70.71067811865476,2
6085,150,350,-50,0,-50.0,2
6086,300,450,-200,-100,9776.393202250021,0
6087,250,450,-150,-100,-180.27756377319946,0
6088,200,450,-100,-100,-141.4213562373095,0
6089,150,450,-50,-100,-111.80339887498948,0
6090,150,400,-50,-50,-70.71067811865476,3
6091,100,400,0,-50,-50.0,0
6092,150,350,-50,0,9950.0,3
6093,100,450,0,-100,9900.0,0
6094,100,400,0,-50,-50.0,3
6095,300,300,-200,50,9793.844718719118,3
6096,250,300,-150,50,-158.11388300841898,0
6097,200,300,-100,50,-111.80339887498948,0
6098,150,300,-50,50,-70.71067811865476,0
6099,150,350,-50,0,-50.0,2
6100,250,200,-150,150,9787.867965644036,0
6101,200,200,-100,150,-180.27756377319946,0
6102,150,200,-50,150,-158.11388300841898,0
6103,150,250,-50,100,-111.80339887498948,2
6104,150,300,-50,50,-70.71067811865476,2
6105,150,350,-50,0,-50.0,2
6106,400,300,-300,50,9695.86187348509,0
6107,350,300,-250,50,-254.95097567963924,0
6108,300,300,-200,50,-206.15528128088303,0
6109,250,300,-150,50,-158.11388300841898,0
6110,200,300,-100,50,-111.80339887498948,0
6111,150,300,-50,50,-70.71067811865476,0
6112,150,350,-50,0,-50.0,2
6113,450,50,-350,300,9539.022777135355,0
6114,450,100,-350,250,-430.11626335213134,2
6115,400,100,-300,250,-390.51248379533274,0
6116,350,100,-250,250,-353.5533905932738,0
6117,300,100,-200,250,-320.1562118716424,0
6118,300,150,-200,200,-282.842712474619,2
6119,250,150,-150,200,-250.0,0
6120,200,150,-100,200,-223.60679774997897,0
6121,200,200,-100,150,-180.27756377319946,2
6122,150,200,-50,150,-158.11388300841898,0
6123,150,250,-50,100,-111.80339887498948,2
6124,150,300,-50,50,-70.71067811865476,2
6125,150,350,-50,0,-50.0,2
6126,100,300,0,50,9950.0,0
6127,250,250,-150,100,9819.7224362268,2
6128,200,250,-100,100,-141.4213562373095,0
6129,150,250,-50,100,-111.80339887498948,0
6130,150,300,-50,50,-70.71067811865476,2
6131,150,350,-50,0,-50.0,2
6132,250,50,-150,300,9664.58980337503,0
6133,250,100,-150,250,-291.547594742265,2
6134,200,100,-100,250,-269.2582403567252,0
6135,200,150,-100,200,-223.60679774997897,2
6136,200,200,-100,150,-180.27756377319946,2
6137,200,250,-100,100,-141.4213562373095,2
6138,150,250,-50,100,-111.80339887498948,0
6139,150,300,-50,50,-70.71067811865476,2
6140,150,350,-50,0,-50.0,2
6141,200,150,-100,200,9776.393202250021,0
6142,200,200,-100,150,-180.27756377319946,2
6143,150,200,-50,150,-158.11388300841898,0
6144,150,250,-50,100,-111.80339887498948,2
6145,150,300,-50,50,-70.71067811865476,2
6146,150,350,-50,0,-50.0,2
6147,300,150,-200,200,9717.15728752538,0
6148,300,200,-200,150,-250.0,2
6149,300,250,-200,100,-223.60679774997897,2
6150,300,300,-200,50,-206.15528128088303,2
6151,250,300,-150,50,-158.11388300841898,0
6152,200,300,-100,50,-111.80339887498948,0
6153,150,300,-50,50,-70.71067811865476,0
6154,150,350,-50,0,-50.0,2
6155,50,350,50,0,9950.0,0
6156,250,400,-150,-50,9841.886116991582,1
6157,200,400,-100,-50,-111.80339887498948,0
6158,150,400,-50,-50,-70.71067811865476,0
6159,100,400,0,-50,-50.0,0
6160,300,200,-200,150,9750.0,3
6161,250,200,-150,150,-212.13203435596427,0
6162,200,200,-100,150,-180.27756377319946,0
6163,150,200,-50,150,-158.11388300841898,0
6164,150,250,-50,100,-111.80339887498948,2
6165,150,300,-50,50,-70.71067811865476,2
6166,150,350,-50,0,-50.0,2
6167,50,200,50,150,9841.886116991582,0
6168,100,200,0,150,-150.0,1
6169,100,250,0,100,-100.0,2
6170,100,300,0,50,-50.0,2
6171,400,150,-300,200,9639.444872453601,2
6172,350,150,-250,200,-320.1562118716424,0
6173,300,150,-200,200,-282.842712474619,0
6174,300,200,-200,150,-250.0,2
6175,300,250,-200,100,-223.60679774997897,2
6176,300,300,-200,50,-206.15528128088303,2
6177,250,300,-150,50,-158.11388300841898,0
6178,200,300,-100,50,-111.80339887498948,0
6179,150,300,-50,50,-70.71067811865476,0
6180,150,350,-50,0,-50.0,2
6181,250,350,-150,0,9850.0,0
6182,200,350,-100,0,-100.0,0
6183,150,350,-50,0,-50.0,0
6184,350,250,-250,100,9730.741759643275,0
6185,300,250,-200,100,-223.60679774997897,0
6186,250,250,-150,100,-180.27756377319946,0
6187,200,250,-100,100,-141.4213562373095,0
6188,150,250,-50,100,-111.80339887498948,0
6189,150,300,-50,50,-70.71067811865476,2
6190,150,350,-50,0,-50.0,2
6191,150,250,-50,100,9888.19660112501,0
6192,150,300,-50,50,-70.71067811865476,2
6193,150,350,-50,0,-50.0,2
6194,250,100,-150,250,9708.452405257734,0
6195,200,100,-100,250,-269.2582403567252,0
6196,200,150,-100,200,-223.60679774997897,2
6197,200,200,-100,150,-180.27756377319946,2
6198,150,200,-50,150,-158.11388300841898,0
6199,150,250,-50,100,-111.80339887498948,2
6200,150,300,-50,50,-70.71067811865476,2
6201,150,350,-50,0,-50.0,2
6202,350,50,-250,300,9609.487516204666,0
6203,300,50,-200,300,-360.5551275463989,0
6204,250,50,-150,300,-335.4101966249685,0
6205,250,100,-150,250,-291.547594742265,2
6206,200,100,-100,250,-269.2582403567252,0
6207,200,150,-100,200,-223.60679774997897,2
6208,200,200,-100,150,-180.27756377319946,2
6209,150,200,-50,150,-158.11388300841898,0
6210,100,200,0,150,-150.0,0
6211,100,250,0,100,-100.0,2
6212,100,300,0,50,-50.0,2
6213,250,100,-150,250,9708.452405257734,2
6214,250,150,-150,200,-250.0,2
6215,200,150,-100,200,-223.60679774997897,0
6216,200,200,-100,150,-180.27756377319946,2
6217,200,250,-100,100,-141.4213562373095,2
6218,150,250,-50,100,-111.80339887498948,0
6219,150,300,-50,50,-70.71067811865476,2
6220,100,300,0,50,-50.0,0
6221,100,400,0,-50,9950.0,2
6222,150,450,-50,-100,9888.19660112501,3
6223,150,400,-50,-50,-70.71067811865476,3
6224,150,350,-50,0,-50.0,3
6225,200,350,-100,0,-100.0,1
6226,150,350,-50,0,-50.0,0
6227,250,350,-150,0,9850.0,0
6228,200,350,-100,0,-100.0,0
6229,150,350,-50,0,-50.0,0
6230,400,450,-300,-100,9683.772233983162,0
6231,400,500,-300,-150,-335.4101966249685,2
6232,350,500,-250,-150,-291.547594742265,0
6233,300,500,-200,-150,-250.0,0
6234,250,500,-150,-150,-212.13203435596427,0
6235,200,500,-100,-150,-180.27756377319946,0
6236,150,500,-50,-150,-158.11388300841898,0
6237,150,450,-50,-100,-111.80339887498948,3
6238,150,400,-50,-50,-70.71067811865476,3
6239,100,400,0,-50,-50.0,0
6240,400,100,-300,250,9609.487516204666,3
6241,350,100,-250,250,-353.5533905932738,0
6242,350,150,-250,200,-320.1562118716424,2
6243,300,150,-200,200,-282.842712474619,0
6244,250,150,-150,200,-250.0,0
6245,250,200,-150,150,-212.13203435596427,2
6246,200,200,-100,150,-180.27756377319946,0
6247,200,250,-100,100,-141.4213562373095,2
6248,200,300,-100,50,-111.80339887498948,2
6249,150,300,-50,50,-70.71067811865476,0
6250,150,350,-50,0,-50.0,2
6251,250,200,-150,150,9787.867965644036,0
6252,250,250,-150,100,-180.27756377319946,2
6253,200,250,-100,100,-141.4213562373095,0
6254,150,250,-50,100,-111.80339887498948,0
6255,150,300,-50,50,-70.71067811865476,2
6256,150,350,-50,0,-50.0,2
6257,300,50,-200,300,9639.444872453601,0
6258,250,50,-150,300,-335.4101966249685,0
6259,200,50,-100,300,-316.22776601683796,0
6260,200,100,-100,250,-269.2582403567252,2
6261,200,150,-100,200,-223.60679774997897,2
6262,200,200,-100,150,-180.27756377319946,2
6263,150,200,-50,150,-158.11388300841898,0
6264,150,250,-50,100,-111.80339887498948,2
6265,150,300,-50,50,-70.71067811865476,2
6266,150,350,-50,0,-50.0,2
6267,250,150,-150,200,9750.0,0
6268,250,200,-150,150,-212.13203435596427,2
6269,250,250,-150,100,-180.27756377319946,2
6270,200,250,-100,100,-141.4213562373095,0
6271,150,250,-50,100,-111.80339887498948,0
6272,150,300,-50,50,-70.71067811865476,2
6273,150,350,-50,0,-50.0,2
6274,100,450,0,-100,9900.0,0
6275,100,400,0,-50,-50.0,3
6276,350,300,-250,50,9745.04902432036,3
6277,300,300,-200,50,-206.15528128088303,0
6278,250,300,-150,50,-158.11388300841898,0
6279,200,300,-100,50,-111.80339887498948,0
6280,150,300,-50,50,-70.71067811865476,0
6281,150,350,-50,0,-50.0,2
6282,100,100,0,250,9750.0,0
6283,100,150,0,200,-200.0,2
6284,100,200,0,150,-150.0,2
6285,100,250,0,100,-100.0,2
6286,100,300,0,50,-50.0,2
6287,50,450,50,-100,9888.19660112501,2
6288,50,400,50,-50,-70.71067811865476,3
6289,50,350,50,0,-50.0,3
6290,50,350,50,0,9950.0,1
6291,50,300,50,50,-70.71067811865476,3
6292,100,300,0,50,-50.0,1
6293,100,400,0,-50,9950.0,2
6294,400,250,-300,100,9683.772233983162,3
6295,350,250,-250,100,-269.2582403567252,0
6296,350,300,-250,50,-254.95097567963924,2
6297,300,300,-200,50,-206.15528128088303,0
6298,250,300,-150,50,-158.11388300841898,0
6299,200,300,-100,50,-111.80339887498948,0
6300,150,300,-50,50,-70.71067811865476,0
6301,150,350,-50,0,-50.0,2
6302,350,100,-250,250,9646.446609406727,0
6303,300,100,-200,250,-320.1562118716424,0
6304,300,150,-200,200,-282.842712474619,2
6305,250,150,-150,200,-250.0,0
6306,200,150,-100,200,-223.60679774997897,0
6307,150,150,-50,200,-206.15528128088303,0
6308,150,200,-50,150,-158.11388300841898,2
6309,150,250,-50,100,-111.80339887498948,2
6310,150,300,-50,50,-70.71067811865476,2
6311,150,350,-50,0,-50.0,2
6312,200,350,-100,0,9900.0,0
6313,150,350,-50,0,-50.0,0
6314,350,50,-250,300,9609.487516204666,0
6315,300,50,-200,300,-360.5551275463989,0
6316,300,100,-200,250,-320.1562118716424,2
6317,250,100,-150,250,-291.547594742265,0
6318,200,100,-100,250,-269.2582403567252,0
6319,200,150,-100,200,-223.60679774997897,2
6320,200,200,-100,150,-180.27756377319946,2
6321,150,200,-50,150,-158.11388300841898,0
6322,150,250,-50,100,-111.80339887498948,2
6323,150,300,-50,50,-70.71067811865476,2
6324,150,350,-50,0,-50.0,2
6325,50,300,50,50,9929.289321881346,0
6326,100,300,0,50,-50.0,1
6327,100,150,0,200,9800.0,2
6328,100,200,0,150,-150.0,2
6329,100,250,0,100,-100.0,2
6330,100,300,0,50,-50.0,2
6331,400,400,-300,-50,9695.86187348509,2
6332,350,400,-250,-50,-254.95097567963924,0
6333,300,400,-200,-50,-206.15528128088303,0
6334,250,400,-150,-50,-158.11388300841898,0
6335,200,400,-100,-50,-111.80339887498948,0
6336,150,400,-50,-50,-70.71067811865476,0
6337,150,350,-50,0,-50.0,3
6338,150,450,-50,-100,9888.19660112501,0
6339,150,500,-50,-150,-158.11388300841898,2
6340,150,450,-50,-100,-111.80339887498948,3
6341,150,400,-50,-50,-70.71067811865476,3
6342,100,400,0,-50,-50.0,0
6343,150,100,-50,250,9745.04902432036,3
6344,150,150,-50,200,-206.15528128088303,2
6345,150,200,-50,150,-158.11388300841898,2
6346,150,250,-50,100,-111.80339887498948,2
6347,150,300,-50,50,-70.71067811865476,2
6348,150,350,-50,0,-50.0,2
6349,350,400,-250,-50,9745.04902432036,0
6350,300,400,-200,-50,-206.15528128088303,0
6351,250,400,-150,-50,-158.11388300841898,0
6352,200,400,-100,-50,-111.80339887498948,0
6353,150,400,-50,-50,-70.71067811865476,0
6354,100,400,0,-50,-50.0,0
6355,150,400,-50,-50,-70.71067811865476,1
6356,150,350,-50,0,-50.0,3
6357,250,350,-150,0,9850.0,0
6358,200,350,-100,0,-100.0,0
6359,150,350,-50,0,-50.0,0
6360,450,250,-350,100,9635.994505535975,0
6361,400,250,-300,100,-316.22776601683796,0
6362,350,250,-250,100,-269.2582403567252,0
6363,300,250,-200,100,-223.60679774997897,0
6364,250,250,-150,100,-180.27756377319946,0
6365,250,300,-150,50,-158.11388300841898,2
6366,200,300,-100,50,-111.80339887498948,0
6367,150,300,-50,50,-70.71067811865476,0
6368,150,350,-50,0,-50.0,2
6369,200,50,-100,300,9683.772233983162,0
6370,200,100,-100,250,-269.2582403567252,2
6371,200,150,-100,200,-223.60679774997897,2
6372,200,200,-100,150,-180.27756377319946,2
6373,150,200,-50,150,-158.11388300841898,0
6374,150,250,-50,100,-111.80339887498948,2
6375,150,300,-50,50,-70.71067811865476,2
6376,100,300,0,50,-50.0,0
6377,250,250,-150,100,9819.7224362268,2
6378,250,300,-150,50,-158.11388300841898,2
6379,200,300,-100,50,-111.80339887498948,0
6380,150,300,-50,50,-70.71067811865476,0
6381,150,350,-50,0,-50.0,2
6382,300,400,-200,-50,9793.844718719118,0
6383,250,400,-150,-50,-158.11388300841898,0
6384,200,400,-100,-50,-111.80339887498948,0
6385,150,400,-50,-50,-70.71067811865476,0
6386,100,400,0,-50,-50.0,0
6387,450,100,-350,250,9569.88373664787,3
6388,450,150,-350,200,-403.11288741492746,2
6389,400,150,-300,200,-360.5551275463989,0
6390,350,150,-250,200,-320.1562118716424,0
6391,300,150,-200,200,-282.842712474619,0
6392,300,200,-200,150,-250.0,2
6393,250,200,-150,150,-212.13203435596427,0
6394,250,250,-150,100,-180.27756377319946,2
6395,200,250,-100,100,-141.4213562373095,0
6396,200,300,-100,50,-111.80339887498948,2
6397,150,300,-50,50,-70.71067811865476,0
6398,150,350,-50,0,-50.0,2
6399,200,150,-100,200,9776.393202250021,0
6400,200,200,-100,150,-180.27756377319946,2
6401,200,250,-100,100,-141.4213562373095,2
6402,150,250,-50,100,-111.80339887498948,0
6403,150,300,-50,50,-70.71067811865476,2
6404,150,350,-50,0,-50.0,2
6405,450,250,-350,100,9635.994505535975,0
6406,400,250,-300,100,-316.22776601683796,0
6407,350,250,-250,100,-269.2582403567252,0
6408,300,250,-200,100,-223.60679774997897,0
6409,250,250,-150,100,-180.27756377319946,0
6410,200,250,-100,100,-141.4213562373095,0
6411,150,250,-50,100,-111.80339887498948,0
6412,150,300,-50,50,-70.71067811865476,2
6413,100,300,0,50,-50.0,0
6414,350,250,-250,100,9730.741759643275,2
6415,300,250,-200,100,-223.60679774997897,0
6416,250,250,-150,100,-180.27756377319946,0
6417,200,250,-100,100,-141.4213562373095,0
6418,200,300,-100,50,-111.80339887498948,2
6419,200,350,-100,0,-100.0,2
6420,150,350,-50,0,-50.0,0
6421,300,100,-200,250,9679.843788128357,0
6422,300,150,-200,200,-282.842712474619,2
6423,250,150,-150,200,-250.0,0
6424,200,150,-100,200,-223.60679774997897,0
6425,200,200,-100,150,-180.27756377319946,2
6426,200,250,-100,100,-141.4213562373095,2
6427,150,250,-50,100,-111.80339887498948,0
6428,150,300,-50,50,-70.71067811865476,2
6429,150,350,-50,0,-50.0,2
6430,200,350,-100,0,9900.0,0
6431,150,350,-50,0,-50.0,0
6432,200,200,-100,150,9819.7224362268,0
6433,200,250,-100,100,-141.4213562373095,2
6434,150,250,-50,100,-111.80339887498948,0
6435,150,300,-50,50,-70.71067811865476,2
6436,150,350,-50,0,-50.0,2
6437,400,50,-300,300,9575.73593128807,0
6438,400,100,-300,250,-390.51248379533274,2
6439,400,150,-300,200,-360.5551275463989,2
6440,400,200,-300,150,-335.4101966249685,2
6441,350,200,-250,150,-291.547594742265,0
6442,350,250,-250,100,-269.2582403567252,2
6443,350,300,-250,50,-254.95097567963924,2
6444,300,300,-200,50,-206.15528128088303,0
6445,250,300,-150,50,-158.11388300841898,0
6446,200,300,-100,50,-111.80339887498948,0
6447,150,300,-50,50,-70.71067811865476,0
6448,150,350,-50,0,-50.0,2
6449,150,200,-50,150,9841.886116991582,0
6450,150,250,-50,100,-111.80339887498948,2
6451,150,300,-50,50,-70.71067811865476,2
6452,150,350,-50,0,-50.0,2
6453,200,50,-100,300,9683.772233983162,0
6454,200,100,-100,250,-269.2582403567252,2
6455,200,150,-100,200,-223.60679774997897,2
6456,200,200,-100,150,-180.27756377319946,2
6457,150,200,-50,150,-158.11388300841898,0
6458,150,250,-50,100,-111.80339887498948,2
6459,150,300,-50,50,-70.71067811865476,2
6460,150,350,-50,0,-50.0,2
6461,450,400,-350,-50,9646.446609406727,0
6462,400,400,-300,-50,-304.138126514911,0
6463,350,400,-250,-50,-254.95097567963924,0
6464,300,400,-200,-50,-206.15528128088303,0
6465,250,400,-150,-50,-158.11388300841898,0
6466,200,400,-100,-50,-111.80339887498948,0
6467,150,400,-50,-50,-70.71067811865476,0
6468,100,400,0,-50,-50.0,0
6469,100,100,0,250,9750.0,3
6470,100,150,0,200,-200.0,2
6471,100,200,0,150,-150.0,2
6472,100,250,0,100,-100.0,2
6473,100,300,0,50,-50.0,2
6474,300,300,-200,50,9793.844718719118,2
6475,250,300,-150,50,-158.11388300841898,0
6476,200,300,-100,50,-111.80339887498948,0
6477,150,300,-50,50,-70.71067811865476,0
6478,150,350,-50,0,-50.0,2
6479,150,300,-50,50,-70.71067811865476,3
6480,150,350,-50,0,-50.0,2
6481,200,200,-100,150,9819.7224362268,0
6482,150,200,-50,150,-158.11388300841898,0
6483,150,250,-50,100,-111.80339887498948,2
6484,150,300,-50,50,-70.71067811865476,2
6485,150,350,-50,0,-50.0,2
6486,250,250,-150,100,9819.7224362268,0
6487,250,300,-150,50,-158.11388300841898,2
6488,200,300,-100,50,-111.80339887498948,0
6489,150,300,-50,50,-70.71067811865476,0
6490,150,350,-50,0,-50.0,2
6491,300,350,-200,0,9800.0,0
6492,250,350,-150,0,-150.0,0
6493,200,350,-100,0,-100.0,0
6494,150,350,-50,0,-50.0,0
6495,300,150,-200,200,9717.15728752538,0
6496,250,150,-150,200,-250.0,0
6497,250,200,-150,150,-212.13203435596427,2
6498,250,250,-150,100,-180.27756377319946,2
6499,200,250,-100,100,-141.4213562373095,0
6500,150,250,-50,100,-111.80339887498948,0
6501,150,300,-50,50,-70.71067811865476,2
6502,150,350,-50,0,-50.0,2
6503,200,300,-100,50,9888.19660112501,0
6504,150,300,-50,50,-70.71067811865476,0
6505,150,350,-50,0,-50.0,2
6506,300,200,-200,150,9750.0,0
6507,300,250,-200,100,-223.60679774997897,2
6508,250,250,-150,100,-180.27756377319946,0
6509,200,250,-100,100,-141.4213562373095,0
6510,150,250,-50,100,-111.80339887498948,0
6511,150,300,-50,50,-70.71067811865476,2
6512,150,350,-50,0,-50.0,2
6513,50,150,50,200,9793.844718719118,0
6514,50,200,50,150,-158.11388300841898,2
6515,50,250,50,100,-111.80339887498948,2
6516,100,250,0,100,-100.0,1
6517,100,300,0,50,-50.0,2
6518,50,450,50,-100,9888.19660112501,2
6519,50,400,50,-50,-70.71067811865476,3
6520,100,400,0,-50,-50.0,1
6521,300,200,-200,150,9750.0,3
6522,250,200,-150,150,-212.13203435596427,0
6523,250,250,-150,100,-180.27756377319946,2
6524,250,300,-150,50,-158.11388300841898,2
6525,200,300,-100,50,-111.80339887498948,0
6526,150,300,-50,50,-70.71067811865476,0
6527,150,350,-50,0,-50.0,2
6528,100,250,0,100,9900.0,0
6529,100,300,0,50,-50.0,2
6530,350,200,-250,150,9708.452405257734,2
6531,350,250,-250,100,-269.2582403567252,2
6532,300,250,-200,100,-223.60679774997897,0
6533,250,250,-150,100,-180.27756377319946,0
6534,250,300,-150,50,-158.11388300841898,2
6535,200,300,-100,50,-111.80339887498948,0
6536,150,300,-50,50,-70.71067811865476,0
6537,150,350,-50,0,-50.0,2
6538,350,250,-250,100,9730.741759643275,0
6539,300,250,-200,100,-223.60679774997897,0
6540,250,250,-150,100,-180.27756377319946,0
6541,200,250,-100,100,-141.4213562373095,0
6542,200,300,-100,50,-111.80339887498948,2
6543,150,300,-50,50,-70.71067811865476,0
6544,150,350,-50,0,-50.0,2
6545,250,250,-150,100,9819.7224362268,0
6546,200,250,-100,100,-141.4213562373095,0
6547,150,250,-50,100,-111.80339887498948,0
6548,150,300,-50,50,-70.71067811865476,2
6549,150,350,-50,0,-50.0,2
6550,200,250,-100,100,9858.57864376269,0
6551,150,250,-50,100,-111.80339887498948,0
6552,150,300,-50,50,-70.71067811865476,2
6553,150,350,-50,0,-50.0,2
6554,350,250,-250,100,9730.741759643275,0
6555,350,300,-250,50,-254.95097567963924,2
6556,300,300,-200,50,-206.15528128088303,0
6557,250,300,-150,50,-158.11388300841898,0
6558,200,300,-100,50,-111.80339887498948,0
6559,150,300,-50,50,-70.71067811865476,0
6560,150,350,-50,0,-50.0,2
6561,450,450,-350,-100,9635.994505535975,0
6562,400,450,-300,-100,-316.22776601683796,0
6563,350,450,-250,-100,-269.2582403567252,0
6564,300,450,-200,-100,-223.60679774997897,0
6565,250,450,-150,-100,-180.27756377319946,0
6566,200,450,-100,-100,-141.4213562373095,0
6567,150,450,-50,-100,-111.80339887498948,0
6568,100,450,0,-100,-100.0,0
6569,100,400,0,-50,-50.0,3
6570,200,100,-100,250,9730.741759643275,3
6571,200,150,-100,200,-223.60679774997897,2
6572,200,200,-100,150,-180.27756377319946,2
6573,150,200,-50,150,-158.11388300841898,0
6574,150,250,-50,100,-111.80339887498948,2
6575,150,300,-50,50,-70.71067811865476,2
6576,150,350,-50,0,-50.0,2
6577,250,350,-150,0,9850.0,0
6578,200,350,-100,0,-100.0,0
6579,150,350,-50,0,-50.0,0
6580,450,150,-350,200,9596.887112585073,0
6581,400,150,-300,200,-360.5551275463989,0
6582,350,150,-250,200,-320.1562118716424,0
6583,350,200,-250,150,-291.547594742265,2
6584,300,200,-200,150,-250.0,0
6585,250,200,-150,150,-212.13203435596427,0
6586,250,250,-150,100,-180.27756377319946,2
6587,200,250,-100,100,-141.4213562373095,0
6588,150,250,-50,100,-111.80339887498948,0
6589,150,300,-50,50,-70.71067811865476,2
6590,150,350,-50,0,-50.0,2
6591,200,350,-100,0,9900.0,0
6592,150,350,-50,0,-50.0,0
6593,200,400,-100,-50,9888.19660112501,0
6594,150,400,-50,-50,-70.71067811865476,0
6595,100,400,0,-50,-50.0,0
6596,50,400,50,-50,-70.71067811865476,0
6597,50,350,50,0,-50.0,3
6598,300,50,-200,300,9639.444872453601,1
6599,250,50,-150,300,-335.4101966249685,0
6600,250,100,-150,250,-291.547594742265,2
6601,200,100,-100,250,-269.2582403567252,0
6602,200,150,-100,200,-223.60679774997897,2
6603,200,200,-100,150,-180.27756377319946,2
6604,150,200,-50,150,-158.11388300841898,0
6605,150,250,-50,100,-111.80339887498948,2
6606,150,300,-50,50,-70.71067811865476,2
6607,150,350,-50,0,-50.0,2
6608,200,150,-100,200,9776.393202250021,0
6609,200,200,-100,150,-180.27756377319946,2
6610,150,200,-50,150,-158.11388300841898,0
6611,150,250,-50,100,-111.80339887498948,2
6612,150,300,-50,50,-70.71067811865476,2
6613,100,300,0,50,-50.0,0
6614,200,200,-100,150,9819.7224362268,2
6615,200,250,-100,100,-141.4213562373095,2
6616,150,250,-50,100,-111.80339887498948,0
6617,150,300,-50,50,-70.71067811865476,2
6618,150,350,-50,0,-50.0,2
6619,50,400,50,-50,9929.289321881346,0
6620,50,350,50,0,-50.0,3
6621,50,300,50,50,-70.71067811865476,3
6622,50,350,50,0,-50.0,2
6623,0,350,100,0,-100.0,0
6624,50,350,50,0,-50.0,1
6625,100,150,0,200,9800.0,1
6626,100,200,0,150,-150.0,2
6627,100,250,0,100,-100.0,2
6628,100,300,0,50,-50.0,2
6629,400,350,-300,0,9700.0,2
6630,350,350,-250,0,-250.0,0
6631,300,350,-200,0,-200.0,0
6632,250,350,-150,0,-150.0,0
6633,200,350,-100,0,-100.0,0
6634,150,350,-50,0,-50.0,0
6635,350,300,-250,50,9745.04902432036,0
6636,300,300,-200,50,-206.15528128088303,0
6637,250,300,-150,50,-158.11388300841898,0
6638,200,300,-100,50,-111.80339887498948,0
6639,150,300,-50,50,-70.71067811865476,0
6640,150,350,-50,0,-50.0,2
6641,300,50,-200,300,9639.444872453601,0
6642,250,50,-150,300,-335.4101966249685,0
6643,250,100,-150,250,-291.547594742265,2
6644,250,150,-150,200,-250.0,2
6645,200,150,-100,200,-223.60679774997897,0
6646,200,200,-100,150,-180.27756377319946,2
6647,150,200,-50,150,-158.11388300841898,0
6648,150,250,-50,100,-111.80339887498948,2
6649,150,300,-50,50,-70.71067811865476,2
6650,150,350,-50,0,-50.0,2
6651,150,100,-50,250,9745.04902432036,0
6652,150,150,-50,200,-206.15528128088303,2
6653,150,200,-50,150,-158.11388300841898,2
6654,150,250,-50,100,-111.80339887498948,2
6655,150,300,-50,50,-70.71067811865476,2
6656,150,350,-50,0,-50.0,2
6657,300,350,-200,0,9800.0,0
6658,250,350,-150,0,-150.0,0
6659,200,350,-100,0,-100.0,0
6660,150,350,-50,0,-50.0,0
6661,50,100,50,250,9745.04902432036,0
6662,50,150,50,200,-206.15528128088303,2
6663,50,200,50,150,-158.11388300841898,2
6664,50,250,50,100,-111.80339887498948,2
6665,50,300,50,50,-70.71067811865476,2
6666,100,300,0,50,-50.0,1
6667,200,400,-100,-50,9888.19660112501,2
6668,150,400,-50,-50,-70.71067811865476,0
6669,100,400,0,-50,-50.0,0
6670,150,50,-50,300,9695.86187348509,3
6671,150,100,-50,250,-254.95097567963924,2
6672,150,150,-50,200,-206.15528128088303,2
6673,150,200,-50,150,-158.11388300841898,2
6674,150,250,-50,100,-111.80339887498948,2
6675,150,300,-50,50,-70.71067811865476,2
6676,150,350,-50,0,-50.0,2
6677,450,300,-350,50,9646.446609406727,0
6678,400,300,-300,50,-304.138126514911,0
6679,350,300,-250,50,-254.95097567963924,0
6680,300,300,-200,50,-206.15528128088303,0
6681,250,300,-150,50,-158.11388300841898,0
6682,200,300,-100,50,-111.80339887498948,0
6683,150,300,-50,50,-70.71067811865476,0
6684,100,300,0,50,-50.0,0
6685,450,400,-350,-50,9646.446609406727,2
6686,400,400,-300,-50,-304.138126514911,0
6687,350,400,-250,-50,-254.95097567963924,0
6688,300,400,-200,-50,-206.15528128088303,0
6689,250,400,-150,-50,-158.11388300841898,0
6690,200,400,-100,-50,-111.80339887498948,0
6691,150,400,-50,-50,-70.71067811865476,0
6692,150,350,-50,0,-50.0,3
6693,100,400,0,-50,9950.0,0
6694,350,50,-250,300,9609.487516204666,3
6695,350,100,-250,250,-353.5533905932738,2
6696,300,100,-200,250,-320.1562118716424,0
6697,250,100,-150,250,-291.547594742265,0
6698,200,100,-100,250,-269.2582403567252,0
6699,200,150,-100,200,-223.60679774997897,2
6700,200,200,-100,150,-180.27756377319946,2
6701,200,250,-100,100,-141.4213562373095,2
6702,150,250,-50,100,-111.80339887498948,0
6703,150,300,-50,50,-70.71067811865476,2
6704,150,350,-50,0,-50.0,2
6705,250,350,-150,0,9850.0,0
6706,200,350,-100,0,-100.0,0
6707,150,350,-50,0,-50.0,0
6708,250,350,-150,0,9850.0,0
6709,200,350,-100,0,-100.0,0
6710,150,350,-50,0,-50.0,0
6711,250,350,-150,0,9850.0,0
6712,200,350,-100,0,-100.0,0
